Cover_Type,Distance_To_Hydrology,Eastern_Aspect,Elevation,Hillshade_3pm,Hillshade_9am,Hillshade_Noon,Horizontal_Distance_To_Fire_Points,Horizontal_Distance_To_Hydrology,Northern_Aspect,Slope,Southern_Aspect,Vertical_Distance_To_Hydrology,Western_Aspect,Soil_Type1,Soil_Type2,Soil_Type3,Soil_Type4,Soil_Type5,Soil_Type6,Soil_Type7,Soil_Type8,Soil_Type9,Soil_Type10,Soil_Type11,Soil_Type12,Soil_Type13,Soil_Type14,Soil_Type15,Soil_Type16,Soil_Type17,Soil_Type18,Soil_Type19,Soil_Type20,Soil_Type21,Soil_Type22,Soil_Type23,Soil_Type24,Soil_Type25,Soil_Type26,Soil_Type27,Soil_Type28,Soil_Type29,Soil_Type30,Soil_Type31,Soil_Type32,Soil_Type33,Soil_Type34,Soil_Type35,Soil_Type36,Soil_Type37,Soil_Type38,Soil_Type39,Soil_Type40,Wilderness_Area1,Wilderness_Area2,Wilderness_Area3,Wilderness_Area4
4,-1.0949683292871635,0,-1.0542497259891912,0.790940057534841,0.790940057534841,0.790940057534841,-1.221883527634035,-1.0815322846819637,0,-0.8873787996338792,1,-0.8340742262953817,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,-1.0949683292871635,1,-1.061432526772538,0.6593681013599093,0.6593681013599093,0.6593681013599093,-1.2120723737734336,-1.0815322846819637,0,-1.715423765013779,0,-0.8340742262953817,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,-0.19869960768359152,0,-0.9129879772500382,-1.1826392850891339,-1.1826392850891339,-1.1826392850891339,-1.052829799574443,-0.22466831086547376,1,0.8870032690373346,0,0.3090184219526329,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,-0.1630646795837872,1,-0.948901981166772,-0.17392095441465785,-0.17392095441465785,-0.17392095441465785,-0.9720764562602626,-0.17706475676455766,0,-0.29591811007680796,0,0.22736894707777472,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,-0.9538268415392754,1,-1.1715688054505218,0.3523668702850688,0.3523668702850688,0.3523668702850688,-0.6815153611578387,-0.9387216223792154,0,-0.4142102479882222,0,-0.7524247514205236,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,-0.7818325815484916,0,-1.1955114747283444,0.22079491411013713,0.22079491411013713,0.22079491411013713,-0.07246911765743332,-0.7625884722058258,0,0.5321268553030919,0,-0.7034350664956087,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,-0.6102646733529823,0,-1.1141063991837477,0.1769375953851599,0.1769375953851599,0.1769375953851599,-0.08303497566115782,-0.6531002977737188,0,0.4138347173916776,0,0.031410207378115056,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,-0.2948674342775114,0,-1.090163729905925,-2.3229295719385417,-2.3229295719385417,-2.3229295719385417,-0.24454166228951812,-0.3674789731682221,1,2.543093199797134,0,0.5539668465772075,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,-1.0949683292871635,1,-1.3678986935286666,0.08922295793520546,0.08922295793520546,0.08922295793520546,-0.7969850950556852,-1.0815322846819637,0,-0.4142102479882222,0,-0.8340742262953817,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,-1.0949683292871635,0,-1.3702929604564489,0.26465223283511435,0.26465223283511435,0.26465223283511435,-0.813588586204395,-1.0815322846819637,1,-0.5325023858996365,0,-0.8340742262953817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,-0.8028988033329869,0,-1.324801888828586,-0.8317807352893162,-0.8317807352893162,-0.8317807352893162,-0.8445314560724454,-0.7959109600764671,0,1.7150482344172344,0,-0.5238062217709206,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,1.0071832910094778,1,-0.8866510410444335,0.6593681013599093,0.6593681013599093,0.6593681013599093,-0.872455509368003,0.9463791200170626,0,-1.715423765013779,0,1.6807295998502507,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0.9271912763354677,1,-0.8986223756833447,0.045365639210228244,0.045365639210228244,0.045365639210228244,-0.8588708347917858,0.8606927226354136,0,-0.6507945238110507,0,1.664399704875279,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0.835949167085537,1,-0.9177765111056028,-0.3493502293145667,-0.3493502293145667,-0.3493502293145667,-0.8445314560724454,0.7750063252537646,0,-0.05933383425397942,0,1.5337605450755059,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0.7313769928287094,1,-0.9417191803834253,-0.6124941416644301,-0.6124941416644301,-0.6124941416644301,-0.8286826690668586,0.6321956629510163,0,0.29554257948026336,0,1.762379074725109,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0.5853316682901544,1,-0.9656618496612479,-0.9194953727392706,-0.9194953727392706,-0.9194953727392706,-0.8158526986337646,0.4893850006482679,0,0.5321268553030919,0,1.5990801249753925,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0.28971215794231464,1,-1.0183357220724574,-1.3580685599890427,-1.3580685599890427,-1.3580685599890427,-0.7909474619106996,0.20376367604277124,0,1.123587544860163,0,1.2398224355260163,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0.1282862627654862,1,-1.061432526772538,-1.5334978348889516,-1.5334978348889516,-1.5334978348889516,-0.7773627873344825,0.06095301374002291,0,1.59675609650582,0,0.9458843259765268,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,-0.032855347224800095,1,-1.1045293314726186,-0.9633526914642477,-0.9633526914642477,-0.9633526914642477,-0.7630234086151421,-0.08185764856272543,0,1.478463958594406,0,0.6519462164270373,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,-0.49689344196385304,1,-1.209877076295038,-1.0510673289142023,-1.0510673289142023,-1.0510673289142023,-0.7169864558846282,-0.5102896354709704,0,1.8333403723286488,0,-0.06656916247171478,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,-0.6532230778049288,1,-1.2481853471395539,-0.787923416564339,-0.787923416564339,-0.787923416564339,-0.7011376688790414,-0.6531002977737188,0,1.59675609650582,0,-0.32784748207126096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,-0.805565484303707,1,-1.2817050841285054,-0.4809221854894984,-0.4809221854894984,-0.4809221854894984,-0.6852888818734546,-0.7959109600764671,0,1.123587544860163,0,-0.556466011720864,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,-1.0949683292871635,1,-1.3224076219008039,0.4839388264600004,0.4839388264600004,0.4839388264600004,-0.6520818995760348,-1.0815322846819637,0,-0.6507945238110507,0,-0.8340742262953817,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,-1.0949683292871635,1,-1.334378956539715,0.5277961451849776,0.5277961451849776,0.5277961451849776,-0.6354784084273248,-1.0815322846819637,0,-1.4788394891909504,0,-0.8340742262953817,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,-1.0949683292871635,0,-1.3319846896119327,0.22079491411013713,0.22079491411013713,0.22079491411013713,-0.6181202131354917,-1.0815322846819637,1,-0.6507945238110507,0,-0.8340742262953817,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,-0.38683893881942616,0,-1.2793108172007233,-0.9633526914642477,-0.9633526914642477,-0.9633526914642477,-0.5086881123826308,-0.3674789731682221,1,0.5321268553030919,0,-0.3768371669961759,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0.22776243585457445,0,-1.0853751960503606,-1.3580685599890427,-1.3580685599890427,-1.3580685599890427,-0.46340586379524,0.27516900719414544,1,1.478463958594406,0,-0.7687546463954952,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,-0.780597056481987,1,-0.9345363796000785,-0.04234899823972619,-0.04234899823972619,-0.04234899823972619,-0.3305779346055605,-0.7625884722058258,0,-0.6507945238110507,0,-0.6707752765456654,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,-1.0949683292871635,0,-0.9656618496612479,0.7470827388098638,0.7470827388098638,0.7470827388098638,-0.3011444730237565,-1.0815322846819637,1,-1.8337159029251933,0,-0.8340742262953817,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,0.24049843265267876,0,-0.8196115670665304,0.3523668702850688,0.3523668702850688,0.3523668702850688,-0.13661896982290353,0.23708616391341253,0,0.7687111311259204,0,0.439657581752406,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,-0.6647573405344377,1,-1.2553681479229006,-1.1826392850891339,-1.1826392850891339,-1.1826392850891339,-0.026432164926919396,-0.6769020748241769,0,1.951632510240063,0,-0.22986811222143116,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,-0.8922593392932788,1,-1.334378956539715,-0.39320754803954394,-0.39320754803954394,-0.39320754803954394,-0.04680917679124523,-0.8815973574581161,0,1.3601718206829916,0,-0.6381154865957221,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,-0.9538268415392754,1,-1.3774757612397956,0.4400815077350232,0.4400815077350232,0.4400815077350232,-0.08605379223365053,-0.9387216223792154,0,-0.1776259721653937,0,-0.9157237011702399,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,-0.9508821446449474,1,-1.3918413628064892,0.26465223283511435,0.26465223283511435,0.26465223283511435,-0.10567609995485319,-0.9387216223792154,0,-0.29591811007680796,0,-0.9647133860951549,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,-1.0949683292871635,1,-1.4229668328676586,0.5277961451849776,0.5277961451849776,0.5277961451849776,-0.1441660112541353,-1.0815322846819637,0,-1.242255213368122,0,-0.8340742262953817,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,-1.0949683292871635,1,-1.4253610997954407,0.3085095515600916,0.3085095515600916,0.3085095515600916,-0.1630336148322148,-1.0815322846819637,0,-1.1239630754567078,0,-0.8340742262953817,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,-0.8829130584477239,0,-1.408601231300965,-1.5773551536139288,-1.5773551536139288,-1.5773551536139288,-0.328313822176191,-0.8815973574581161,1,0.8870032690373346,0,-0.5401361167458922,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,-0.948216398267363,0,-1.427755366723223,-1.4896405161639745,-1.4896405161639745,-1.4896405161639745,-0.3456720174680241,-0.9387216223792154,1,0.6504189932145061,0,-0.6707752765456654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,-0.32874615543454305,0,-1.3008592195507636,-0.3054929105895895,-0.3054929105895895,-0.3054929105895895,-0.4452929643602837,-0.3674789731682221,0,1.2418796827715775,0,0.2926885269776613,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,0.22579904989103985,0,-1.2505796140673362,-1.2703539225390883,-1.2703539225390883,-1.2703539225390883,-0.5049145916670149,0.20376367604277124,1,1.3601718206829916,0,0.6356163214520657,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,-0.9557472233720178,1,-1.2003000085839088,0.1769375953851599,0.1769375953851599,0.1769375953851599,-0.6415160415723102,-0.9387216223792154,0,0.5321268553030919,0,-0.8340742262953817,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,-0.9529901021341043,1,-1.2266369447895136,0.08922295793520546,0.08922295793520546,0.08922295793520546,-0.6490630830035421,-0.9387216223792154,0,0.05895830365743483,0,-0.736094856445552,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,-1.0949683292871635,1,-1.241002546356207,-0.04234899823972619,-0.04234899823972619,-0.04234899823972619,-0.6558554202916507,-1.0815322846819637,0,-0.5325023858996365,0,-0.8340742262953817,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,-0.4527043494404785,0,-1.2721280164173765,-2.059785659588678,-2.059785659588678,-2.059785659588678,-0.6815153611578387,-0.47696714760032916,1,1.478463958594406,0,0.06406999732805833,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,0.14182922445398236,0,-1.1500204031004815,-0.0862063169647034,-0.0862063169647034,-0.0862063169647034,-0.6958547398771792,0.0038287488189235773,0,2.0699246481514773,0,1.4194512802507044,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,0.14874887488697702,0,-1.0279127897835865,0.26465223283511435,0.26465223283511435,0.26465223283511435,-0.7569857754701567,0.0942755016106642,0,0.8870032690373346,0,0.8642348511016686,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,-0.5868589733947666,0,-1.2936764187674168,-2.059785659588678,-2.059785659588678,-2.059785659588678,-0.973585864546509,-0.5674139003920697,1,1.3601718206829916,0,-0.5401361167458922,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,-0.3831987706053252,0,-1.324801888828586,-2.4545015281134734,-2.4545015281134734,-2.4545015281134734,-1.0037740302714362,-0.3674789731682221,1,1.59675609650582,0,-0.31151758709628935,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,-0.648639755659088,0,1.2705834608873778,0.9225120137097726,0.9225120137097726,0.9225120137097726,1.531277186479322,-0.6292985207232608,0,-0.8873787996338792,1,-0.5891258016708072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7,-0.9557472233720178,1,1.2250923892595151,0.5716534639099549,0.5716534639099549,0.5716534639099549,1.4203356774402147,-0.9387216223792154,0,-1.1239630754567078,0,-0.8340742262953817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7,-0.9557472233720178,1,1.2011497199816925,0.4839388264600004,0.4839388264600004,0.4839388264600004,1.375808132995947,-0.9387216223792154,0,-1.242255213368122,0,-0.8340742262953817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7,-1.0949683292871635,1,1.1365045129315716,-0.5247795042144756,-0.5247795042144756,-0.5247795042144756,1.2641119198137167,-1.0815322846819637,0,0.29554257948026336,0,-0.8340742262953817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,-0.583479425960148,0,1.0311567681091525,-0.8756380540142934,-0.8756380540142934,-0.8756380540142934,1.042228901735502,-0.5674139003920697,1,0.4138347173916776,0,-0.4748165368460057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0.3748165494433121,0,0.6217371234583869,0.13308027666018268,0.13308027666018268,0.13308027666018268,-0.6211390297079844,0.33229327211524473,0,1.7150482344172344,0,0.9622142209514984,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1.9602962094613587,0,0.9449631587089913,-2.2790722532135645,-2.2790722532135645,-2.2790722532135645,-0.8271732607806123,1.774680961373003,1,1.3601718206829916,0,3.5913273119219324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2.3997002071622466,0,0.8898950193699995,-0.3054929105895895,-0.3054929105895895,-0.3054929105895895,-0.7554763671839103,2.2792786348427136,1,0.7687111311259204,0,3.444358257147188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,0.34925260901874483,0,0.4972352432137097,0.6155107826349321,0.6155107826349321,0.6155107826349321,-0.1268078159623022,0.3894175370363441,1,-1.5971316271023648,0,-0.22986811222143116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,-0.1899002586655008,1,0.19316334338536337,-0.13006363568968063,-0.13006363568968063,-0.13006363568968063,0.34714638591905417,-0.17706475676455766,0,0.8870032690373346,0,-0.1155588473966297,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,-0.7831765919514962,1,0.08542133163516191,0.26465223283511435,0.26465223283511435,0.26465223283511435,0.40299449251016944,-0.7625884722058258,0,-0.5325023858996365,0,-0.7524247514205236,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.0030362481142018824,1,0.3056938889911293,-0.26163559186461227,-0.26163559186461227,-0.26163559186461227,0.5003513269730595,0.032390881279473246,0,-0.5325023858996365,0,-0.26252790217137445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,-1.0949683292871635,1,-1.1763573393060862,0.6593681013599093,0.6593681013599093,0.6593681013599093,-0.7041564854515341,-1.0815322846819637,0,-1.5971316271023648,0,-0.8340742262953817,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0.7393838472413035,0,-0.8651026386943932,-0.21777827313963508,-0.21777827313963508,-0.21777827313963508,-0.6249125504236003,0.6369560183611078,0,1.005295406948749,0,1.7950388646750521,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1.7769523380317496,0,-0.7094752883885466,-1.796641747238815,-1.796641747238815,-1.796641747238815,-0.4769905383714572,1.6318702990702547,1,1.478463958594406,0,3.1014304626727833,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,-1.0949683292871635,1,-1.2194541440061668,0.6593681013599093,0.6593681013599093,0.6593681013599093,-0.08454438394740418,-1.0815322846819637,0,-1.715423765013779,0,-0.8340742262953817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,-0.23941589885272657,0,-1.0757981283392315,-2.235214934488587,-2.235214934488587,-2.235214934488587,-0.2377493250014095,-0.31035470824712275,1,2.1882167860628914,0,0.6029565315021224,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0.15400182670041215,0,-0.9153822441778205,-2.805360077913291,-2.805360077913291,-2.805360077913291,-0.33284204703493003,0.0038287488189235773,0,3.6077224409998627,0,1.5011007551255626,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1.4682170467838003,0,-0.7382064915219336,-0.6124941416644301,-0.6124941416644301,-0.6124941416644301,-0.5411403905369274,1.260562577083109,1,-0.05933383425397942,0,3.2647294124224997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0.8198885215207913,1,-0.8938338418277803,-0.3493502293145667,-0.3493502293145667,-0.3493502293145667,-0.876229030083619,0.746444192793215,0,-0.4142102479882222,0,1.6317399149253358,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0.7371400480088286,1,-0.910593710322256,-0.6563514603894073,-0.6563514603894073,-0.6563514603894073,-0.8611349472211554,0.6607577954115659,0,0.05895830365743483,0,1.5827502300004208,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0.6526802015978441,1,-0.9321421126722963,-0.787923416564339,-0.787923416564339,-0.787923416564339,-0.8467955685018149,0.5845921088501002,0,0.29554257948026336,0,1.4357811752256762,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,-0.04186600174627322,1,-1.11650066611153,-1.621212472338906,-1.621212472338906,-1.621212472338906,-0.7803816039069752,-0.08185764856272543,0,1.7150482344172344,0,0.5702967415521791,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,-0.3582210172325851,1,-1.1979057416561265,-0.9194953727392706,-0.9194953727392706,-0.9194953727392706,-0.7494387340389248,-0.3674789731682221,0,1.478463958594406,0,0.015080312403143418,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,-0.6627097753605151,1,-1.2649452156340297,-0.7440660978393617,-0.7440660978393617,-0.7440660978393617,-0.7169864558846282,-0.6531002977737188,0,1.123587544860163,0,-0.44215674689606244,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
